csid	mp	inchi	name	c	h	o	mol_wt	dou	Aromatic	OH	CO	CHO	COOH	COOR	ROR
10618	164.5	InChI=1S/C9H4O5/c10-7(11)4-1-2-5-6(3-4)9(13)14-8(5)12/h1-3H,(H,10,11)	1,2,4-benzenetricarboxylic anhydride	9	4	5	192.12306	8.0	1	0	0	0	1	0	0
9900	55.5	InChI=1S/C8H8O3/c9-4-6-1-2-7-8(3-6)11-5-10-7/h1-3,9H,4-5H2	3,4-(methylenedioxy)benzyl alcohol	8	8	3	152.14612	5.0	1	1	0	0	0	0	1
14390	55.5	InChI=1S/C9H10O/c10-9-5-4-7-2-1-3-8(7)6-9/h4-6,10H,1-3H2	5-indanol	9	10	1	134.1747	5.0	1	1	0	0	0	0	0
13667	59.5	InChI=1S/C10H12O/c11-10-6-5-8-3-1-2-4-9(8)7-10/h5-7,11H,1-4H2	5,6,7,8-tetrahydro-2-naphthol	10	12	1	148.20128	5.0	1	1	0	0	0	0	0
11297	155.5	InChI=1S/C19H12O2/c20-17-12-18(14-7-2-1-3-8-14)21-19-15-9-5-4-6-13(15)10-11-16(17)19/h1-12H	alpha-naphthoflavone	19	12	2	272.29658	14.0	1	0	0	0	0	0	0
9554	57.5	InChI=1S/C14H12O/c15-14(13-9-5-2-6-10-13)11-12-7-3-1-4-8-12/h1-10H,11H2	deoxybenzoin	14	12	1	196.24408	9.0	1	0	1	0	0	0	0
71995	20.5	InChI=1S/C12H16O2/c13-12(14)10-6-2-5-9-11-7-3-1-4-8-11/h1,3-4,7-8H,2,5-6,9-10H2,(H,13,14)	6-phenylhexanoic acid	12	16	2	192.25343999999998	5.0	1	0	0	0	1	0	0
15968	317.5	InChI=1S/C20H12O5/c21-11-5-7-15-17(9-11)24-18-10-12(22)6-8-16(18)20(15)14-4-2-1-3-13(14)19(23)25-20/h1-10,21-22H	fluorescein	20	12	5	332.30428	15.0	1	1	0	0	0	1	1
11488	56.5	InChI=1S/C9H8O/c10-9-5-7-3-1-2-4-8(7)6-9/h1-4H,5-6H2	2-indanone	9	8	1	132.15882	6.0	1	0	1	0	0	0	0
14690	73.5	InChI=1S/C10H8O2/c1-7(11)10-6-8-4-2-3-5-9(8)12-10/h2-6H,1H3	2-acetylbenzo[b]furan	10	8	2	160.16852	7.0	1	0	1	0	0	0	0
6170	-5.5	InChI=1S/C4H10O2/c1-4(2,3)6-5/h5H,1-3H3	tert-butyl hydroperoxide	4	10	2	90.1202	0.0	0	0	0	0	0	0	0
81759	17.5	InChI=1S/C9H12O2/c1-7-6-8(10-2)4-5-9(7)11-3/h4-6H,1-3H3	2,5-dimethoxytoluene	9	12	2	152.18958	4.0	1	0	0	0	0	0	1
6515	174.5	InChI=1S/C15H10O2/c1-9-6-7-12-13(8-9)15(17)11-5-3-2-4-10(11)14(12)16/h2-8H,1H3	2-methylanthraquinone	15	10	2	222.2379	11.0	1	0	1	0	0	0	0
8182	344.5	InChI=1S/C8H6O4/c9-7(10)5-2-1-3-6(4-5)8(11)12/h1-4H,(H,9,10)(H,11,12)	isophthalic_acid	8	6	4	166.12924	6.0	1	0	0	0	1	0	0
6845	281.0	InChI=1S/C12H10O2/c13-11-5-1-9(2-6-11)10-3-7-12(14)8-4-10/h1-8,13-14H	4,4'-dihydroxybiphenyl	12	10	2	186.20579999999998	8.0	1	1	0	0	0	0	0
6601	133.33	InChI=1S/C12H10O2/c13-12(14)8-10-6-3-5-9-4-1-2-7-11(9)10/h1-7H,8H2,(H,13,14)	1-naphthylacetic acid	12	10	2	186.20579999999998	8.0	1	0	0	0	1	0	0
13839123	24.5	InChI=1S/C8H10O/c1-6-3-4-8(9)7(2)5-6/h3-5,9H,1-2H3	2,4-dimethylphenol	8	10	1	122.16399999999999	4.0	1	1	0	0	0	0	0
21106505	-53.33	InChI=1S/C24H38O4/c1-5-9-13-19(7-3)17-27-23(25)21-15-11-12-16-22(21)24(26)28-18-20(8-4)14-10-6-2/h11-12,15-16,19-20H,5-10,13-14,17-18H2,1-4H3	bis(2-ethylhexyl) phthalate	24	38	4	390.55451999999997	6.0	1	0	0	0	0	1	0
7802	-17.67	InChI=1S/C8H16O/c1-3-4-5-6-7-8(2)9/h3-7H2,1-2H3	2-octanone	8	16	1	128.21164	1.0	0	0	1	0	0	0	0
7923	77.67	InChI=1S/C22H44O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18-19-20-21-22(23)24/h2-21H2,1H3,(H,23,24)	behenic acid	22	44	2	340.58276	1.0	0	0	0	0	1	0	0
11249	72.13	InChI=1S/C15H16O/c1-15(2,12-6-4-3-5-7-12)13-8-10-14(16)11-9-13/h3-11,16H,1-2H3	4-cumylphenol	15	16	1	212.28654	8.0	1	1	0	0	0	0	0
13835293	127.25	InChI=1S/C5H12O2/c1-5(2,3-6)4-7/h6-7H,3-4H2,1-2H3	2,2-dimethyl-1,3-propanediol	5	12	2	104.14678	0.0	0	1	0	0	0	0	0
3915	104.25	InChI=1S/C11H8O2/c1-7-6-10(12)8-4-2-3-5-9(8)11(7)13/h2-6H,1H3	2-methyl-1,4-naphthoquinone	11	8	2	172.17922000000002	8.0	1	0	1	0	0	0	0
7475	-94.25	InChI=1S/C6H12O2/c1-3-5-6(7)8-4-2/h3-5H2,1-2H3	ethyl butyrate	6	12	2	116.15748	1.0	0	0	0	0	0	1	0
