Row,Name,Synonym,Mol. form.,CAS Reg. No.,Beilstein Reg. No.,Mol. wt.,Physical form,mp/º﻿C,bp/º﻿C,Other bp/º﻿C,den/g cm<sup>-3</sup>,<i>n</i><sub>D</sub>,<i>s</i>/g  kg<sup>-1</sup>,vp/kPa (25 °﻿C),Solubility
418,"Aminopyrine","4-(Dimethylamino)-1,2-dihydro-1,5-dimethyl-2-phenyl-3<i>H</i>-pyrazol-3-one","C<sub>13</sub>H<sub>17</sub>N<sub>3</sub>O","58-15-1",195296,"231.293","pr or pl (lig or AcOEt)","107.5",,,,,"50<sup>25</sup>",,"vs H<sub>2</sub>O, bz, EtOH",
419,"4-Amino-<i>N</i>-2-quinoxalinylbenzenesulfonamide","Sulfaquinoxaline","C<sub>14</sub>H<sub>12</sub>N<sub>4</sub>O<sub>2</sub>S","59-40-5",290026,"300.336",,"247.5",,,,,,,"sl H<sub>2</sub>O, EtOH, ace; s aq alk",
420,"4-(Aminosulfonyl)benzoic acid","Carzenide","C<sub>7</sub>H<sub>7</sub>NO<sub>4</sub>S","138-41-0",1875393,"201.201","pr or lf (w)","291 dec",,,,,,,"i H<sub>2</sub>O; vs EtOH; sl eth; i bz",
421,"<i>N</i>-[4-(Aminosulfonyl)phenyl]acetamide","Acetylsulfanilamide","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>3</sub>S","121-61-9",746675,"214.241","nd (HOAc)","219.5",,,,,,,"s H<sub>2</sub>O, EtOH, ace",
422,"5-Amino-1,3,4-thiadiazole-2(3<i>H</i>)-thione",,"C<sub>2</sub>H<sub>3</sub>N<sub>3</sub>S<sub>2</sub>","2349-67-9",81728,"133.195",,"243.0",,,,,,,,
423,"2-Amino-4(5<i>H</i>)-thiazolone",,"C<sub>3</sub>H<sub>4</sub>N<sub>2</sub>OS","556-90-1",2255,"116.141","pr or nd (w)","256 dec",,,,,,,"sl H<sub>2</sub>O; i EtOH, eth",
424,"<i>N</i>-(Aminothioxomethyl)acetamide","Acetylthiourea","C<sub>3</sub>H<sub>6</sub>N<sub>2</sub>OS","591-08-2",969960,"118.157","pr (w), orth (al)",165,,,,,,,"sl H<sub>2</sub>O, eth; s DMSO, EtOH",
425,"<i>N</i>-Amino-2-thioxo-4-thiazolidinone","3-Aminorhodanine","C<sub>3</sub>H<sub>4</sub>N<sub>2</sub>OS<sub>2</sub>","1438-16-0",117927,"148.206",,"101.5",,,,,,,"s DMSO",
426,"1-Amino-2,2,2-trichloroethanol","Chloral ammonia","C<sub>2</sub>H<sub>4</sub>Cl<sub>3</sub>NO","507-47-1",1698498,"164.418","nd (al)",73,"100 dec",,,,,,"vs bz, eth, EtOH",
427,"4-Amino-3,5,6-trichloro-2-pyridinecarboxlic acid","Picloram","C<sub>6</sub>H<sub>3</sub>Cl<sub>3</sub>N<sub>2</sub>O<sub>2</sub>","1918-02-1",479075,"241.459",,"218.5",,,,,,,,
428,"11-Aminoundecanoic acid",,"C<sub>11</sub>H<sub>23</sub>NO<sub>2</sub>","2432-99-7",1767291,"201.307",,"189.0",,,,,,,,
429,"Amiton",,"C<sub>10</sub>H<sub>24</sub>NO<sub>3</sub>PS","78-53-5",,"269.342","liq",,,"76<sup>0.01</sup>",,"1.4655<sup>27</sup>",,,,
430,"Amitraz","<i>N</i>-Methylbis(2,4-xylyliminomethyl)amine","C<sub>19</sub>H<sub>23</sub>N<sub>3</sub>","33089-61-1",,"293.406",,86,,,"1.128<sup>20</sup>",,,,,
431,"Amitriptyline",,"C<sub>20</sub>H<sub>23</sub>N","50-48-6",,"277.404","cry","196 (hydrochloride)",,,,,"0.0097<sup>24</sup>",,,
432,"Amminetrimethylboron",,"C<sub>3</sub>H<sub>12</sub>BN","1830-95-1",,"72.945",,"73.5",,,,,,,,
433,"Ammonium ferric oxalate",,"C<sub>6</sub>H<sub>12</sub>FeN<sub>3</sub>O<sub>12</sub>","14221-47-7",,"374.017",,"165 dec",,,"1.78<sup>17.5</sup>",,,,"vs H<sub>2</sub>O; i EtOH",
434,"Ammonium perfluorooctanoate",,"C<sub>8</sub>H<sub>4</sub>F<sub>15</sub>NO<sub>2</sub>","3825-26-1",,"431.100","solid",,,,,,,,,
435,"Ammonium propanoate",,"C<sub>3</sub>H<sub>9</sub>NO<sub>2</sub>","17496-08-1",,"91.109","hyg cry",45,,,,,,,"s H<sub>2</sub>O",
436,"Ammonium tetrathiocyanodiamminechromate(III) monohydrate","Reinecke salt","C<sub>4</sub>H<sub>12</sub>CrN<sub>7</sub>OS<sub>4</sub>","13573-16-5",,"354.440","red cry (w)","270 dec",,,,,,,"s H<sub>2</sub>O, EtOH, ace; i bz",
437,"Amobarbital","5-Ethyl-5-isopentyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","C<sub>11</sub>H<sub>18</sub>N<sub>2</sub>O<sub>3</sub>","57-43-2",211172,"226.272",,"153(1)",,,,,"0.6<sup>25</sup>",,"vs bz, EtOH, chl",
438,"Amolanone","3-[2-(Diethylamino)ethyl]-3-phenyl-2(3<i>H</i>)-benzofuranone","C<sub>20</sub>H<sub>23</sub>NO<sub>2</sub>","76-65-3",287893,"309.403","cry (peth)","43.4",,"193<sup>2.0</sup>",,"1.5614<sup>25</sup>",,,,
439,"Amoxicillin",,"C<sub>16</sub>H<sub>19</sub>N<sub>3</sub>O<sub>5</sub>S","26787-78-0",,"365.404","cry (w)",,,,,,,,"s H<sub>2</sub>O",
440,"Amphecloral",,"C<sub>11</sub>H<sub>12</sub>Cl<sub>3</sub>N","5581-35-1",,"264.579",,,,"96<sup>0.5</sup>, 96.<sup>0.5</sup>",,"1.530",,,,
441,"Amphotericin B",,"C<sub>47</sub>H<sub>73</sub>NO<sub>17</sub>","1397-89-3",,"924.080","ye pr (DMF)","170 dec",,,,,,,"i H<sub>2</sub>O; sl DMF; s DMSO",
442,"Ampicillin",,"C<sub>16</sub>H<sub>19</sub>N<sub>3</sub>O<sub>4</sub>S","69-53-4",,"349.405","cry","200 dec",,,,,,,"sl H<sub>2</sub>O",
443,"Ampyrone","4-Amino-1,2-dihydro-1,5-dimethyl-2-phenyl-3<i>H</i>-pyrazol-3-one","C<sub>11</sub>H<sub>13</sub>N<sub>3</sub>O","83-07-8",181635,"203.240","pa ye cry (bz)",109,,,,,,,"s H<sub>2</sub>O, EtOH, bz, chl; sl eth",
444,"Amygdalin",,"C<sub>20</sub>H<sub>27</sub>NO<sub>11</sub>","29883-15-6",66856,"457.428",,"224.5",,,,,,,"vs H<sub>2</sub>O; sl EtOH; i eth, chl",
445,"Anacardic acid",,"C<sub>22</sub>H<sub>32</sub>O<sub>3</sub>","11034-77-8",,"344.487","cry (ace)","35.5",,,,,,,"vs eth, EtOH, peth",
446,"Anagyrine",,"C<sub>15</sub>H<sub>20</sub>N<sub>2</sub>O","486-89-5",86776,"244.332","pe ye glass",,,"265<sup>12</sup>, 212<sup>4</sup>",,,,,"s H<sub>2</sub>O, eth, bz; vs EtOH, chl; i lig",
447,"Androstane",,"C<sub>19</sub>H<sub>32</sub>","24887-75-0",2043111,"260.457","lf (ace-MeOH)",50,,"60<sup>0.003</sup>",,,,,"vs ace, eth, EtOH, peth",
448,"Androstane-17-carboxylic acid, (5β,17β)","Etiocholanic acid","C<sub>20</sub>H<sub>32</sub>O<sub>2</sub>","438-08-4",3209645,"304.467","nd (gl HOAc)","228.5","160 subl",,,,,,,
449,"Androstane-3,17-diol, (3α,5α,17β)","Epiandrostanediol","C<sub>19</sub>H<sub>32</sub>O<sub>2</sub>","1852-53-5",,"292.456","nd (ace aq)",223,,,,,,,,
450,"5α-Androstane-3,17-dione",,"C<sub>19</sub>H<sub>28</sub>O<sub>2</sub>","846-46-8",,"288.424","cry (MeOH)","130(3)",,,,,,,,
451,"5β-Androstane-3,17-dione",,"C<sub>19</sub>H<sub>28</sub>O<sub>2</sub>","1229-12-5",,"288.424","cry (ace-hx)",135,,,,,,,,
452,"Androst-4-ene-3,17-dione","Androstenedione","C<sub>19</sub>H<sub>26</sub>O<sub>2</sub>","63-05-8",2059239,"286.408",,174,,,,,,,,
453,"Androst-4-ene-3,11,17-trione","Adrenosterone","C<sub>19</sub>H<sub>24</sub>O<sub>3</sub>","382-45-6",3036825,"300.392","nd (al)",222,"subl",,,,,,"sl H<sub>2</sub>O; s EtOH, eth, ace, chl",
454,"Anemonin","<i>trans</i>-1,7-Dioxadispiro[4.0.4.2]dodeca-3,9-diene-2,8-dione","C<sub>10</sub>H<sub>8</sub>O<sub>4</sub>","508-44-1",9390,"192.169","orth pl (chl) nd (al or bz)",158,,,,,,,"vs chl",
455,"Anhalamine",,"C<sub>11</sub>H<sub>15</sub>NO<sub>3</sub>","643-60-7",185079,"209.242","nd (al)","187.5",,,,,,,"vs eth, EtOH",
456,"Anhalonidine",,"C<sub>12</sub>H<sub>17</sub>NO<sub>3</sub>","17627-77-9",,"223.268","oct cry (bz, eth)","160.5",,,,,,,"vs H<sub>2</sub>O, EtOH",
457,"Anhalonine","6,7,8,9-Tetrahydro-4-methoxy-9-methyl-1,3-dioxolo[4,5-<i>h</i>]isoquinoline","C<sub>12</sub>H<sub>15</sub>NO<sub>3</sub>","519-04-0",,"221.252","rhom nd",86,,"140<sup>0.02</sup>",,,,,"vs EtOH, bz, chl, eth, peth",
458,"2,5-Anhydro-3,4-dideoxyhexitol","Tetrahydro-2,5-furandimethanol","C<sub>6</sub>H<sub>12</sub>O<sub>3</sub>","104-80-3",,"132.157",,"<-50",265,,"1.154<sup>20</sup>",,,,"vs H<sub>2</sub>O, ace, bz, EtOH",
459,"Anilazine","2,4-Dichloro-6-(<i>o</i>-chloroanilino)-<i>s</i>-triazine","C<sub>9</sub>H<sub>5</sub>Cl<sub>3</sub>N<sub>4</sub>","101-05-3",,"275.522",,"159.3(5)",,,"1.8<sup>20</sup>",,"0.01<sup>20</sup>",,,
460,"Anileridine",,"C<sub>22</sub>H<sub>28</sub>N<sub>2</sub>O<sub>2</sub>","144-14-9",,"352.469","cry",83,,,,,,,"s H<sub>2</sub>O",
461,"Aniline","Benzenamine","C<sub>6</sub>H<sub>7</sub>N","62-53-3",605631,"93.127","oily liq","-6.0(1)","184.1(4)",,"1.0250<sup>20</sup>","1.5863<sup>20</sup>","35.0<sup>25</sup>","0.090","s H<sub>2</sub>O, ctc, lig; msc EtOH, eth, ace, bz",
462,"Aniline-2-carboxylic acid","<i>o</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","118-92-3",471803,"137.137","lf (al)","144.6(5)","subl",,"1.412<sup>20</sup>",,"3.49<sup>20</sup>",,"s H<sub>2</sub>O, EtOH, eth; sl bz, tfa; vs chl, py",
463,"Aniline-3-carboxylic acid","<i>m</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","99-05-8",471603,"137.137",,"179.7(6)",,,"1.51<sup>25</sup>",,,,"sl H<sub>2</sub>O, EtOH; s eth, tfa; vs ace; i bz",
464,"Aniline-4-carboxylic acid","<i>p</i>-Anthranilic acid","C<sub>7</sub>H<sub>7</sub>NO<sub>2</sub>","150-13-0",471605,"137.137","mcl pr (w)","188.2(6)",,,"1.374<sup>20</sup>",,"5.4<sup>25</sup>",,"s H<sub>2</sub>O, EtOH, eth; sl ace; i bz, chl",
465,"Aniline hydrobromide",,"C<sub>6</sub>H<sub>8</sub>BrN","542-11-0",3910222,"174.039",,286,,,,,,,,
466,"Aniline hydrochloride","Benzenamine hydrochloride","C<sub>6</sub>H<sub>8</sub>ClN","142-04-1",3593823,"129.588","lf or nd",198,,,"1.2215<sup>4</sup>",,"178<sup>15</sup>",,"vs H<sub>2</sub>O, EtOH; i eth, chl; sl DMSO",
467,"Aniline nitrate",,"C<sub>6</sub>H<sub>8</sub>N<sub>2</sub>O<sub>3</sub>","542-15-4",3916485,"156.139","orth","190 dec",,,"1.356<sup>4</sup>",,,,"vs H<sub>2</sub>O, eth, EtOH",
468,"Aniline sulfate (2:1)",,"C<sub>12</sub>H<sub>16</sub>N<sub>2</sub>O<sub>4</sub>S","542-16-5",,"284.331",,,,,"1.377<sup>4</sup>",,,,"s H<sub>2</sub>O; sl EtOH, tfa; i eth",
469,"4'-Anilinoazobenzene-4-sulfonic acid, sodium salt","Tropaeolin OO","C<sub>18</sub>H<sub>14</sub>N<sub>3</sub>NaO<sub>3</sub>S","554-73-4",,"375.377","ye pow",,,,,,,,"s H<sub>2</sub>O",
470,"Anisole","Methoxybenzene","C<sub>7</sub>H<sub>8</sub>O","100-66-3",506892,"108.138","liq","-37.3(2)","153.6(2)",,"0.9940<sup>20</sup>","1.5174<sup>20</sup>","2.03<sup>20</sup>","0.472","i H<sub>2</sub>O; s EtOH, eth, chl; vs ace, bz",
471,"Anisotropine methylbromide","Octatropine methylbromide","C<sub>17</sub>H<sub>32</sub>BrNO<sub>2</sub>","80-50-2",,"362.346","cry (ace)",329,,,,,,,,
472,"Antazoline",,"C<sub>17</sub>H<sub>19</sub>N<sub>3</sub>","91-75-8",,"265.353","cry",122,,,,,,,,
473,"Anthra[9,1,2-<i>cde</i>]benzo[<i>rst</i>]pentaphene-5,10-dione",,"C<sub>34</sub>H<sub>16</sub>O<sub>2</sub>","116-71-2",2025414,"456.490","viol-bl or blk nd (PhNO<sub>2</sub>)","492 dec",,,,,,,"i EtOH, bz, HOAc; s xyl, py, sulf",
474,"2-Anthracenamine",,"C<sub>14</sub>H<sub>11</sub>N","613-13-8",2209414,"193.244","ye lf (al)","238.8","subl",,,,,,"i H<sub>2</sub>O; s EtOH; i con sulf",
475,"Anthracene",,"C<sub>14</sub>H<sub>10</sub>","120-12-7",1905429,"178.229","tab or mcl pr (al)","216(2)","341.3(4)",,"1.28<sup>25</sup>",,"0.000044<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH, eth, ace, bz, chl, ctc",
476,"9-Anthracenecarbonitrile",,"C<sub>15</sub>H<sub>9</sub>N","1210-12-4",1911437,"203.239",,"177.5",,,"1.3000<sup>20</sup>",,,,,
477,"9-Anthracenecarboxaldehyde",,"C<sub>15</sub>H<sub>10</sub>O","642-31-9",639167,"206.239","oran nd (dil HOAc)","107(1)",,,,,,,"i H<sub>2</sub>O; s bz, HOAc",
478,"1-Anthracenecarboxylic acid","1-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","607-42-1",2212362,"222.239","ye nd (HOAc) ye pr (al)","251.5","subl",,,,,,"i H<sub>2</sub>O; s EtOH, eth; sl bz, chl",
479,"2-Anthracenecarboxylic acid","2-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","613-08-1",2330722,"222.239","ye lf (al) nd, lf (sub)",281,"subl",,,,,,"vs HOAc",
480,"9-Anthracenecarboxylic acid","9-Anthroic acid","C<sub>15</sub>H<sub>10</sub>O<sub>2</sub>","723-62-6",1875336,"222.239",,"219(1)","subl",,,,,,"i H<sub>2</sub>O; s EtOH",
481,"9,10-Anthracenedicarbonitrile",,"C<sub>16</sub>H<sub>8</sub>N<sub>2</sub>","1217-45-4",1646384,"228.248",,"337 dec",,,,,,,,
482,"9,10-Anthracenediol",,"C<sub>14</sub>H<sub>10</sub>O<sub>2</sub>","4981-66-2",1875799,"210.228","br or ye nd",180,,,,,,,"vs eth, EtOH",
483,"9,10-Anthracenedione","Anthraquinone","C<sub>14</sub>H<sub>8</sub>O<sub>2</sub>","84-65-1",390030,"208.213","ye orth nd (al, bz)","284.8(2)","377(2)",,"1.438<sup>20</sup>",,"0.0014<sup>25</sup>",,"i H<sub>2</sub>O; sl EtOH, eth, bz, chl",
484,"9-Anthracenemethanol",,"C<sub>15</sub>H<sub>12</sub>O","1468-95-7",1873402,"208.255",,"160.5",,,,,,,,
485,"1,4,9,10-Anthracenetetrol",,"C<sub>14</sub>H<sub>10</sub>O<sub>4</sub>","476-60-8",1582765,"242.227",,148,,,,,,,,
486,"1,2,10-Anthracenetriol","Anthrarobin","C<sub>14</sub>H<sub>10</sub>O<sub>3</sub>","577-33-3",3531675,"226.227","ye lf, nd (al-w)",208,,,,,,,"sl H<sub>2</sub>O; vs EtOH, eth, ace; s bz",
487,"1,8,9-Anthracenetriol","Anthralin","C<sub>14</sub>H<sub>10</sub>O<sub>3</sub>","1143-38-0",2054360,"226.227","ye pl or nd (lig)",179,,,,,,,"i H<sub>2</sub>O; s EtOH, ace, bz; sl eth; vs py",
488,"1-Anthracenol",,"C<sub>14</sub>H<sub>10</sub>O","610-50-4",1869102,"194.228","cry (bz), br nd or lf (al)",158,,"234<sup>13</sup>",,,,,"i H<sub>2</sub>O; vs EtOH, eth; s NaOH",
489,"9-Anthracenol","Anthranol","C<sub>14</sub>H<sub>10</sub>O","529-86-2",1869416,"194.228","ye red lf (dil al)",152,,,,,,,,
490,"9(10<i>H</i>)-Anthracenone","Anthrone","C<sub>14</sub>H<sub>10</sub>O","90-44-8",1910173,"194.228","nd (bz-lig, HOAc)","155(3)",,,,,,,"s ace, bz, con sulf, dil alk",
491,"Antimony potassium tartrate trihydrate","Tartar emetic","C<sub>8</sub>H<sub>10</sub>K<sub>2</sub>O<sub>15</sub>Sb<sub>2</sub>","28300-74-5",,"667.873","col cry",,,,"2.6",,,,"sl H<sub>2</sub>O",
492,"Apholate",,"C<sub>12</sub>H<sub>24</sub>N<sub>9</sub>P<sub>3</sub>","52-46-0",,"387.300",,148,,,,,,,,
493,"Aphylline",,"C<sub>15</sub>H<sub>24</sub>N<sub>2</sub>O","577-37-7",748785,"248.364","cry","52.5",,"200<sup>4</sup>",,,,,"vs ace, bz, eth, EtOH",
494,"Apigenin","5,7-Dihydroxy-2-(4-hydroxyphenyl)-4<i>H</i>-1-benzopyran-4-one","C<sub>15</sub>H<sub>10</sub>O<sub>5</sub>","520-36-5",262620,"270.237","ye nd (aq py)","347.5",,,,,,,"i H<sub>2</sub>O; s EtOH, py; vs dil alk",
495,"Apiole","4,7-Dimethoxy-5-(2-propenyl)-1,3-benzodioxole","C<sub>12</sub>H<sub>14</sub>O<sub>4</sub>","523-80-8",195747,"222.237","nd","29.2(2)",294,"179<sup>35</sup>","1.015<sup>20</sup>","1.5360<sup>20</sup>",,,"vs ace, bz, EtOH, lig",
496,"Apoatropine",,"C<sub>17</sub>H<sub>21</sub>NO<sub>2</sub>","500-55-0",85429,"271.355","pr (chl)",62,,,,,,,"sl H<sub>2</sub>O, lig; vs EtOH, eth, ace, bz",
497,"Apocodeine",,"C<sub>18</sub>H<sub>19</sub>NO<sub>2</sub>","641-36-1",32938,"281.350","pr (MeOH)","123.5",,,,,,,"sl EtOH; s eth, ace, bz, lig",
498,"Apomorphine",,"C<sub>17</sub>H<sub>17</sub>NO<sub>2</sub>","58-00-4",29319,"267.323","hex pl (chl-peth) rods (eth)","195 dec",,,,,"20<sup>25</sup>",,"sl H<sub>2</sub>O; s EtOH, eth, ace, bz, alk",
499,"Apomorphine, hydrochloride",,"C<sub>17</sub>H<sub>18</sub>ClNO<sub>2</sub>","314-19-2",4167353,"303.784","grn in air mcl pr","205 dec",,,,,,,,
500,"Aprobarbital","5-Isopropyl-5-allyl-2,4,6(1<i>H</i>,3<i>H</i>,5<i>H</i>)-pyrimidinetrione","C<sub>10</sub>H<sub>14</sub>N<sub>2</sub>O<sub>3</sub>","77-02-1",180858,"210.229","cry",141,,,,,,,"vs ace, eth, EtOH, chl",
501,"<small>L</small>-Arabinitol",,"C<sub>5</sub>H<sub>12</sub>O<sub>5</sub>","7643-75-6",1720521,"152.146",,"102.5",,,,,,,"vs H<sub>2</sub>O; sl EtOH; i eth",
502,"α-<small>D</small>-Arabinopyranose",,"C<sub>5</sub>H<sub>10</sub>O<sub>5</sub>","608-45-7",1722184,"150.130","cry (MeOH)","155.5",,,"1.585<sup>25</sup>",,,,,
503,"6-<i>O</i>-α-<small>L</small>-Arabinopyranosyl-<small>D</small>-glucose","Vicianose","C<sub>11</sub>H<sub>20</sub>O<sub>10</sub>","14116-69-9",91376,"312.271","nd (dil al)","210 dec",,,,,,,"vs H<sub>2</sub>O",
504,"<small>DL</small>-Arabinose",,"C<sub>5</sub>H<sub>10</sub>O<sub>5</sub>","20235-19-2",1723086,"150.130","pr, nd (al)","164.5",,,"1.585<sup>20</sup>",,,,"vs H<sub>2</sub>O; sl EtOH; i eth, bz",
505,"α-<small>D</small>-Arabinose",,"C<sub>5</sub>H<sub>10</sub>O<sub>5</sub>","31178-68-4",,"150.130",,156,,,"1.585<sup>25</sup>",,,,"vs H<sub>2</sub>O; sl EtOH; i eth, ace, MeOH",
506,"β-<small>D</small>-Arabinose",,"C<sub>5</sub>H<sub>10</sub>O<sub>5</sub>","31178-69-5",,"150.130",,156,,,"1.625<sup>25</sup>",,,,"vs H<sub>2</sub>O; sl EtOH; i eth, ace, MeOH",
507,"Aramite",,"C<sub>15</sub>H<sub>23</sub>ClO<sub>4</sub>S","140-57-8",2509312,"334.860",,"-37.3",,"195<sup>2</sup>","1.143<sup>20</sup>","1.5100<sup>20</sup>",,,"vs ace, bz, eth, EtOH",
508,"Arecaidine","1,2,5,6-Tetrahydro-1-methyl-3-pyridinecarboxylic acid","C<sub>7</sub>H<sub>11</sub>NO<sub>2</sub>","499-04-7",112366,"141.168","pl (dil al) tab (dil al +1w)","232 dec",,,,,,,"vs H<sub>2</sub>O; i EtOH, eth, bz, chl",
509,"Arecoline",,"C<sub>8</sub>H<sub>13</sub>NO<sub>2</sub>","63-75-2",123045,"155.195",,,209,,"1.0485<sup>20</sup>","1.486<sup>20</sup>",,,"msc H<sub>2</sub>O, EtOH, eth; s chl",
510,"<small>D</small>-Arginine",,"C<sub>6</sub>H<sub>14</sub>N<sub>4</sub>O<sub>2</sub>","7200-25-1",1725414,"174.201",,"217 dec",,,,,,,"i H<sub>2</sub>O, EtOH, eth, bz",
511,"<small>L</small>-Arginine",,"C<sub>6</sub>H<sub>14</sub>N<sub>4</sub>O<sub>2</sub>","74-79-3",1725413,"174.201",,"260(3)",,,,,"183<sup>25</sup>",,"s H<sub>2</sub>O; sl EtOH; i eth",
512,"<small>L</small>-Arginine, monohydrochloride",,"C<sub>6</sub>H<sub>15</sub>ClN<sub>4</sub>O<sub>2</sub>","1119-34-2",3631658,"210.662",,219,,,,,,,,
513,"Artemisin","8-Hydroxysantonin","C<sub>15</sub>H<sub>18</sub>O<sub>4</sub>","481-05-0",,"262.302","cry",203,,"260<sup>0.1</sup>",,,,,"sl H<sub>2</sub>O, chl; s AcOEt; i peth",
514,"Ascaridole","1-Methyl-4-isopropyl-2,3-dioxabicyclo[2.2.2]oct-5-ene","C<sub>10</sub>H<sub>16</sub>O<sub>2</sub>","512-85-6",121382,"168.233","liq","3.3","exp","115<sup>15</sup>; 39<sup>0.2</sup>","1.0103<sup>20</sup>","1.4769<sup>20</sup>",,,"i H<sub>2</sub>O; s EtOH, ace, bz, tol; sl chl",
515,"<small>L</small>-Ascorbic acid","Vitamin C","C<sub>6</sub>H<sub>8</sub>O<sub>6</sub>","50-81-7",84272,"176.124",,"191(4)",,,"1.65<sup>25</sup>",,"337<sup>25</sup>",,"vs H<sub>2</sub>O; s EtOH; i eth, bz, chl, peth",
516,"Ascorbyl palmitate","6-Hexadecanoylascorbic acid","C<sub>22</sub>H<sub>38</sub>O<sub>7</sub>","137-66-6",,"414.533",,112,,,,,,,,
517,"<small>L</small>-Asparagine","α-Aminosuccinamic acid","C<sub>4</sub>H<sub>8</sub>N<sub>2</sub>O<sub>3</sub>","70-47-3",1723527,"132.118","orth (w+1)",235,,,"1.543<sup>15</sup>",,"25.1<sup>25</sup>",,"s H<sub>2</sub>O; i EtOH, eth, MeOH",
518,"<small>D</small>-Asparagine, monohydrate",,"C<sub>4</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>","5794-24-1",,"150.133",,215,,,"1.523<sup>15</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, MeOH",
519,"<small>L</small>-Asparagine, monohydrate",,"C<sub>4</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>","5794-13-8",,"150.133",,234,,,"1.543<sup>15</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, MeOH",
520,"Aspartame","<small>L</small>-α-Aspartyl-<small>L</small>-phenylalanine, 2-methyl ester","C<sub>14</sub>H<sub>18</sub>N<sub>2</sub>O<sub>5</sub>","22839-47-0",2223850,"294.303","nd (w)","246.5",,,,,,,,
521,"<small>DL</small>-Aspartic acid",,"C<sub>4</sub>H<sub>7</sub>NO<sub>4</sub>","617-45-8",774618,"133.104","mcl pr (w)","277.5",,,"1.6622<sup>13</sup>",,,,"sl H<sub>2</sub>O; i EtOH, eth, bz, py",
522,"<small>L</small>-Aspartic acid","<small>L</small>-Aminosuccinic acid","C<sub>4</sub>H<sub>7</sub>NO<sub>4</sub>","56-84-8",1723530,"133.104","orth lf (w)",270,,,"1.6603<sup>13</sup>",,"4.9<sup>25</sup>",,"sl H<sub>2</sub>O; i EtOH, eth, bz; s dil HCl, py",
523,"Aspergillic acid",,"C<sub>12</sub>H<sub>20</sub>N<sub>2</sub>O<sub>2</sub>","490-02-8",,"224.299","pa ye rods",98,,,,,,,"vs bz, eth, EtOH",
524,"Astemizole",,"C<sub>28</sub>H<sub>31</sub>FN<sub>4</sub>O","68844-77-9",,"458.570","wh cry","149.1",,,,,,,"i H<sub>2</sub>O; s os",
525,"Asulam","Methyl [(4-aminophenyl)sulfonyl]carbamate","C<sub>8</sub>H<sub>10</sub>N<sub>2</sub>O<sub>4</sub>S","3337-71-1",,"230.241",,"144.2(5)",,,,,,,,
526,"Atenolol",,"C<sub>14</sub>H<sub>22</sub>N<sub>2</sub>O<sub>3</sub>","29122-68-7",,"266.336","cry (AcOEt)",147,,,,,,,"sl H<sub>2</sub>O, diox, ace; i chl; s MeOH, HOAc",
527,"Atisine","Anthorine","C<sub>22</sub>H<sub>33</sub>NO<sub>2</sub>","466-43-3",,"343.503","orth bipym","58.5",,,,,,,"vs eth, EtOH, chl",
528,"Atrazine","6-Chloro-<i>N</i>-ethyl-<i>N'</i>-(1-methylethyl)-1,3,5-triazine-2,4-diamine","C<sub>8</sub>H<sub>14</sub>ClN<sub>5</sub>","1912-24-9",,"215.684",,"177.0(5)",,,,,"0.07<sup>25</sup>",,,
529,"Atropine",,"C<sub>17</sub>H<sub>23</sub>NO<sub>3</sub>","51-55-8",91260,"289.370","orth nd (dil al)","118.5","95 subl",,,,"3<sup>20</sup>",,"vs H<sub>2</sub>O, EtOH; i eth; sl chl",
530,"Auramine hydrochloride",,"C<sub>17</sub>H<sub>22</sub>ClN<sub>3</sub>","2465-27-2",4030061,"303.83","ye nd (w)",267,,,,,,,"sl H<sub>2</sub>O",
531,"Aureothin",,"C<sub>22</sub>H<sub>23</sub>NO<sub>6</sub>","2825-00-5",58476,"397.421","ye pr",158,,,,,,,"vs ace, EtOH, chl",
532,"Aurin","Rosolic acid","C<sub>19</sub>H<sub>14</sub>O<sub>3</sub>","603-45-2",2055205,"290.312","dk red lf or orth","309 dec",,,,,,,"i H<sub>2</sub>O, bz; s EtOH, alk; sl eth, chl",
533,"Aurin tricarboxylic acid, triammonium salt","Aluminon","C<sub>22</sub>H<sub>23</sub>N<sub>3</sub>O<sub>9</sub>","569-58-4",,"473.433","red-br pow",,,,,,,,"s H<sub>2</sub>O; sl EtOH; i peth",
534,"Avermectin B1a","Abamectin","C<sub>48</sub>H<sub>72</sub>O<sub>14</sub>","71751-41-2",,"873.078",,152,,,,,,,,
535,"3-Azabicyclo[3.2.2]nonane",,"C<sub>8</sub>H<sub>15</sub>N","283-24-9",,"125.212",,,,"166<sup>500</sup>",,,,,,
